year,month,source,measure,label,value,title,year_new,month_year
2024,Mar,Digital,politician_platform_YouTube,YouTube,9.43,Top social media platforms - politicians,24,Mar-24
2024,May,Digital,party_leader_Bloc Québécois,Bloc Québécois,0.39,Engagement with party leaders,24,May-24
2024,May,Digital,party_member_Bloc Québécois,Bloc Québécois,0.69,Engagement with elected party members,24,May-24
2024,May,Digital,party_leader_Conservative,Conservative,66.16,Engagement with party leaders,24,May-24
2024,May,Digital,party_member_Conservative,Conservative,28,Engagement with elected party members,24,May-24
2024,May,Digital,party_leader_Green,Green,0.19,Engagement with party leaders,24,May-24
2024,May,Digital,party_member_Green,Green,0.44,Engagement with elected party members,24,May-24
2024,May,Digital,politician_platform_Instagram,Instagram,27.79,Top social media platforms - politicians,24,May-24
2024,May,Digital,party_leader_Liberal,Liberal,16.5,Engagement with party leaders,24,May-24
2024,May,Digital,party_member_Liberal,Liberal,17.58,Engagement with elected party members,24,May-24
2024,May,Digital,party_leader_NDP,NDP,16.76,Engagement with party leaders,24,May-24
2024,May,Digital,party_member_NDP,NDP,53.29,Engagement with elected party members,24,May-24
2024,May,Digital,engagement_type_2cat_news outlet,News outlet,55.05,Engagement with politicians vs news,24,May-24
2024,May,Digital,engagement_type_2cat_politician,Politician,44.95,Engagement with politicians vs news,24,May-24
2024,May,Digital,politician_platform_TikTok,TikTok,31.38,Top social media platforms - politicians,24,May-24
2024,May,Digital,politician_platform_Twitter,X,37.39,Top social media platforms - politicians,24,May-24
2024,May,Digital,politician_platform_YouTube,YouTube,3.43,Top social media platforms - politicians,24,May-24
2024,Nov,Digital,party_leader_Bloc Québécois,Bloc Québécois,0.09,Engagement with party leaders,24,Nov-24
2024,Nov,Digital,party_member_Bloc Québécois,Bloc Québécois,1.15,Engagement with elected party members,24,Nov-24
2024,Nov,Digital,party_leader_Conservative,Conservative,59.7,Engagement with party leaders,24,Nov-24
2024,Nov,Digital,party_member_Conservative,Conservative,49.99,Engagement with elected party members,24,Nov-24
2024,Nov,Digital,party_leader_Green,Green,0.07,Engagement with party leaders,24,Nov-24
2024,Nov,Digital,party_member_Green,Green,0.41,Engagement with elected party members,24,Nov-24
2024,Nov,Digital,politician_platform_Instagram,Instagram,39.53,Top social media platforms - politicians,24,Nov-24
2024,Nov,Digital,party_leader_Liberal,Liberal,34.36,Engagement with party leaders,24,Nov-24
2024,Nov,Digital,party_member_Liberal,Liberal,22.02,Engagement with elected party members,24,Nov-24
2024,Nov,Digital,party_leader_NDP,NDP,5.79,Engagement with party leaders,24,Nov-24
2024,Nov,Digital,party_member_NDP,NDP,26.43,Engagement with elected party members,24,Nov-24
2024,Nov,Digital,engagement_type_2cat_news outlet,News outlet,50.15,Engagement with politicians vs news,24,Nov-24
2024,Nov,Digital,engagement_type_2cat_politician,Politician,49.85,Engagement with politicians vs news,24,Nov-24
2024,Nov,Digital,politician_platform_TikTok,TikTok,8.63,Top social media platforms - politicians,24,Nov-24
2024,Nov,Digital,politician_platform_Twitter,X,49.19,Top social media platforms - politicians,24,Nov-24
2024,Nov,Digital,politician_platform_YouTube,YouTube,2.65,Top social media platforms - politicians,24,Nov-24
2024,Oct,Digital,party_leader_Bloc Québécois,Bloc Québécois,0.22,Engagement with party leaders,24,Oct-24
2024,Oct,Digital,party_member_Bloc Québécois,Bloc Québécois,1.03,Engagement with elected party members,24,Oct-24
2024,Oct,Digital,party_leader_Conservative,Conservative,58.91,Engagement with party leaders,24,Oct-24
2024,Oct,Digital,party_member_Conservative,Conservative,48.97,Engagement with elected party members,24,Oct-24
2024,Oct,Digital,party_leader_Green,Green,0.54,Engagement with party leaders,24,Oct-24
2024,Oct,Digital,party_member_Green,Green,0.88,Engagement with elected party members,24,Oct-24
2024,Oct,Digital,politician_platform_Instagram,Instagram,30.56,Top social media platforms - politicians,24,Oct-24
2024,Oct,Digital,party_leader_Liberal,Liberal,30.05,Engagement with party leaders,24,Oct-24
2024,Oct,Digital,party_member_Liberal,Liberal,27.84,Engagement with elected party members,24,Oct-24
2024,Oct,Digital,party_leader_NDP,NDP,10.28,Engagement with party leaders,24,Oct-24
2024,Oct,Digital,party_member_NDP,NDP,21.28,Engagement with elected party members,24,Oct-24
2024,Oct,Digital,engagement_type_2cat_news outlet,News outlet,53.15,Engagement with politicians vs news,24,Oct-24
2024,Oct,Digital,engagement_type_2cat_politician,Politician,46.85,Engagement with politicians vs news,24,Oct-24
2024,Oct,Digital,politician_platform_TikTok,TikTok,8.77,Top social media platforms - politicians,24,Oct-24
2024,Oct,Digital,politician_platform_Twitter,X,58,Top social media platforms - politicians,24,Oct-24
2024,Oct,Digital,politician_platform_YouTube,YouTube,2.67,Top social media platforms - politicians,24,Oct-24
2024,Sep,Digital,party_leader_Bloc Québécois,Bloc Québécois,0.36,Engagement with party leaders,24,Sep-24
2024,Sep,Digital,party_member_Bloc Québécois,Bloc Québécois,1.7,Engagement with elected party members,24,Sep-24
2024,Sep,Digital,party_leader_Conservative,Conservative,64.7,Engagement with party leaders,24,Sep-24
2024,Sep,Digital,party_member_Conservative,Conservative,48.16,Engagement with elected party members,24,Sep-24
2024,Sep,Digital,party_leader_Green,Green,0.1,Engagement with party leaders,24,Sep-24
2024,Sep,Digital,party_member_Green,Green,0.95,Engagement with elected party members,24,Sep-24
2024,Sep,Digital,politician_platform_Instagram,Instagram,50.82,Top social media platforms - politicians,24,Sep-24
2024,Sep,Digital,party_leader_Liberal,Liberal,25.92,Engagement with party leaders,24,Sep-24
2024,Sep,Digital,party_member_Liberal,Liberal,27.5,Engagement with elected party members,24,Sep-24
2024,Sep,Digital,party_leader_NDP,NDP,8.92,Engagement with party leaders,24,Sep-24
2024,Sep,Digital,party_member_NDP,NDP,21.69,Engagement with elected party members,24,Sep-24
2024,Sep,Digital,engagement_type_2cat_news outlet,News outlet,59.2,Engagement with politicians vs news,24,Sep-24
2024,Sep,Digital,engagement_type_2cat_politician,Politician,40.8,Engagement with politicians vs news,24,Sep-24
2024,Sep,Digital,politician_platform_TikTok,TikTok,5.47,Top social media platforms - politicians,24,Sep-24
2024,Sep,Digital,politician_platform_Twitter,X,40.91,Top social media platforms - politicians,24,Sep-24
2024,Sep,Digital,politician_platform_YouTube,YouTube,2.8,Top social media platforms - politicians,24,Sep-24
